Wall time,Step,Value
1725611757.4900832,1,0.004743484780192375
1725611760.400195,2,0.0
1725611763.3209002,3,0.008716301061213017
1725611766.2443635,4,0.004726270213723183
1725611769.2082617,5,0.007114447187632322
1725611772.1493812,6,0.0
1725611775.070035,7,0.01693110167980194
1725611777.9892876,8,0.009352297522127628
1725611780.9141614,9,0.02997158281505108
1725611783.844422,10,0.02291809767484665
1725611786.762176,11,0.028719812631607056
1725611789.6990483,12,0.04151805117726326
1725611792.643926,13,0.008190327323973179
1725611795.5782945,14,0.004008129239082336
1725611798.4881275,15,5.6700591812841594e-05
1725611801.4199693,16,0.01453313697129488
1725611804.3432238,17,0.0018099035369232297
1725611807.2733982,18,0.04097120836377144
1725611810.1969311,19,0.08764416724443436
1725611813.1158016,20,0.1653871238231659
1725611816.0557053,21,0.11465097963809967
1725611818.9559453,22,0.1873926818370819
1725611821.874448,23,0.23411627113819122
1725611825.0098794,24,0.3667546212673187
1725611828.0200963,25,0.3688436448574066
1725611831.0630372,26,0.3759341835975647
1725611833.9929078,27,0.08560269325971603
1725611836.9135835,28,0.4537487030029297
1725611839.8538496,29,0.4361160695552826
1725611842.802142,30,0.33957639336586
1725611845.7136867,31,0.42335623502731323
1725611848.6286943,32,0.48050305247306824
1725611851.5613637,33,0.46253812313079834
1725611854.4926217,34,0.36876821517944336
1725611857.426289,35,0.3701992630958557
1725611860.3539555,36,0.516171395778656
1725611863.2676067,37,0.46445006132125854
1725611866.1734478,38,0.5117736458778381
1725611869.132805,39,0.49064093828201294
1725611872.0666523,40,0.511906623840332
1725611874.9949214,41,0.4584476351737976
1725611877.9307024,42,0.4891811013221741
1725611880.887191,43,0.539263129234314
1725611883.8060412,44,0.4203523099422455
1725611886.719013,45,0.5299612283706665
1725611889.6514904,46,0.4618107080459595
1725611892.582773,47,0.4142022430896759
1725611895.5120392,48,0.4067823588848114
1725611898.4497151,49,0.4371456205844879
1725611901.3655772,50,0.4822598993778229
1725611904.2948358,51,0.5532669425010681
1725611907.2266908,52,0.5282252430915833
1725611910.1539571,53,0.5332567691802979
1725611913.1022322,54,0.46670833230018616
1725611916.031178,55,0.504397451877594
1725611918.9635732,56,0.4330892860889435
1725611921.894403,57,0.45635461807250977
1725611924.816535,58,0.5220038294792175
1725611927.7550483,59,0.48546504974365234
1725611930.6953285,60,0.5144205093383789
1725611933.6041658,61,0.49070969223976135
1725611936.5450377,62,0.5141397714614868
1725611939.4729006,63,0.5321844220161438
1725611942.4035223,64,0.47838687896728516
1725611945.3478172,65,0.39232686161994934
