Wall time,Step,Value
1725868363.7798264,1,0.46702301502227783
1725868414.7080023,2,0.5448920130729675
1725868466.6982052,3,0.5062887668609619
1725868518.2542386,4,0.5348436236381531
1725868569.8975098,5,0.5987822413444519
1725868621.817927,6,0.6475192904472351
1725868673.8207169,7,0.6129332184791565
1725868725.4859288,8,0.6300322413444519
1725868777.035078,9,0.6192013621330261
1725868828.572683,10,0.5987971425056458
1725868880.1443493,11,0.6152734756469727
1725868931.74536,12,0.6912277340888977
1725868983.4952307,13,0.6254167556762695
1725869035.1391196,14,0.6066886782646179
1725869086.7609947,15,0.6408578753471375
1725869138.455392,16,0.5809473991394043
1725869190.1786203,17,0.6255955100059509
1725869242.0791202,18,0.652138888835907
1725869293.8580048,19,0.6516457796096802
1725869345.5609396,20,0.6763818860054016
1725869397.1269681,21,0.6065400242805481
1725869448.6406562,22,0.660240113735199
1725869500.1880372,23,0.6628443002700806
1725869551.7365365,24,0.6261029839515686
1725869603.350089,25,0.662858784198761
1725869654.859732,26,0.6520909667015076
1725869706.317575,27,0.6566886305809021
1725869757.901859,28,0.6845880746841431
1725869809.4002476,29,0.6668030619621277
1725869860.897943,30,0.6780987977981567
1725869912.3464906,31,0.6716709733009338
1725869963.905327,32,0.6674727201461792
1725870015.3016405,33,0.6713503003120422
1725870066.963359,34,0.6729791760444641
1725870118.608403,35,0.6789090037345886
1725870170.2292988,36,0.6548919081687927
1725870221.7791102,37,0.6674033403396606
1725870273.3817258,38,0.6674280166625977
1725870324.9463015,39,0.6705893278121948
1725870376.5506787,40,0.6762789487838745
1725870428.2109976,41,0.6816100478172302
1725870479.8114808,42,0.6646842956542969
1725870531.359399,43,0.6643927693367004
1725870583.0982344,44,0.6586552858352661
1725870634.7643135,45,0.6713750958442688
1725870686.4453993,46,0.6672356128692627
1725870738.3277452,47,0.6710556745529175
1725870790.0824244,48,0.6736255288124084
1725870841.8471313,49,0.6140148639678955
1725870893.6336424,50,0.6721711754798889
1725870945.3966014,51,0.656329333782196
1725870997.2292883,52,0.6693222522735596
1725871049.022091,53,0.6610710024833679
