Wall time,Step,Value
1724177751.5514205,1,0.33169326186180115
1724177807.6570597,2,0.37012025713920593
1724177863.6914186,3,0.4218991696834564
1724177919.685916,4,0.4740051031112671
1724177975.5895054,5,0.489134281873703
1724178031.4737635,6,0.5427597761154175
1724178087.386444,7,0.5386890172958374
1724178142.892288,8,0.5747988820075989
1724178198.818947,9,0.538122832775116
1724178254.3410928,10,0.5036503672599792
1724178309.8925612,11,0.5121222138404846
1724178365.437474,12,0.5408564209938049
1724178421.039933,13,0.5613118410110474
1724178476.5741825,14,0.5835549831390381
1724178532.4540877,15,0.533710241317749
1724178588.0133963,16,0.5552991628646851
1724178643.5883694,17,0.49539703130722046
1724178699.0970597,18,0.554851233959198
1724178754.6677632,19,0.5854402184486389
1724178810.565213,20,0.5578952431678772
1724178866.0689592,21,0.5422706604003906
1724178921.6876254,22,0.5787103772163391
1724178977.2435043,23,0.5609036684036255
1724179032.9687328,24,0.582583487033844
1724179088.4789648,25,0.5860040187835693
1724179144.3919811,26,0.5902396440505981
1724179200.3196256,27,0.6211045384407043
1724179256.1458123,28,0.560263454914093
1724179311.6738203,29,0.6549503207206726
1724179367.545324,30,0.591454803943634
1724179423.0807562,31,0.559755802154541
1724179478.614616,32,0.5868903398513794
1724179534.1599395,33,0.5963834524154663
1724179589.7657573,34,0.6047589182853699
1724179645.325903,35,0.41680172085762024
1724179700.8877265,36,0.5545987486839294
1724179756.4434853,37,0.6501184701919556
1724179811.9917371,38,0.5733715295791626
1724179867.5434809,39,0.5936284065246582
1724179923.0884092,40,0.5793327689170837
1724179978.608887,41,0.5855345129966736
1724180034.163648,42,0.629883885383606
1724180089.7335765,43,0.6136678457260132
1724180145.2920346,44,0.6076143383979797
1724180200.7884629,45,0.5982796549797058
1724180256.2919145,46,0.6028072834014893
1724180311.832737,47,0.5801267623901367
1724180367.3218648,48,0.574033260345459
1724180422.8206835,49,0.5803086757659912
1724180478.4031339,50,0.5759290456771851
1724180533.8924885,51,0.644719123840332
1724180589.3587718,52,0.6020460724830627
1724180644.8356833,53,0.5791267156600952
1724180700.31867,54,0.6188363432884216
1724180755.8167262,55,0.628524124622345
1724180811.3767078,56,0.6392372250556946
1724180866.8462248,57,0.5671819448471069
1724180922.3471093,58,0.5791102051734924
1724180977.8648124,59,0.6071783900260925
1724181033.3599534,60,0.6023433804512024
1724181088.8238573,61,0.6035016775131226
1724181144.299273,62,0.5955746173858643
1724181199.7764587,63,0.5486012101173401
1724181255.2917585,64,0.6023061871528625
1724181310.8140821,65,0.6335755586624146
1724181366.2407851,66,0.5853912234306335
1724181421.7085624,67,0.5596469044685364
1724181477.2024136,68,0.6136931777000427
1724181532.6726897,69,0.588921070098877
1724181588.1262758,70,0.5912368893623352
1724181643.647527,71,0.5968915820121765
1724181699.2623007,72,0.6184927225112915
1724181754.759018,73,0.6004680395126343
1724181810.2682312,74,0.5907516479492188
1724181865.7565455,75,0.6176101565361023
1724181921.2178917,76,0.574227511882782
1724181976.702882,77,0.638805627822876
1724182032.1848166,78,0.6384902596473694
1724182087.678956,79,0.6191995739936829
1724182143.1805499,80,0.6334764957427979
1724182198.6667376,81,0.6223011612892151
1724182254.150691,82,0.6231814026832581
1724182309.644525,83,0.6234502792358398
1724182365.1260474,84,0.6118752360343933
1724182420.6130157,85,0.6085386276245117
1724182476.0898812,86,0.6305490136146545
1724182531.5910373,87,0.6338074803352356
1724182587.0806077,88,0.6258242726325989
1724182642.6121917,89,0.6445541977882385
1724182698.105248,90,0.6061707735061646
1724182753.58683,91,0.6453412175178528
1724182809.152639,92,0.6033807992935181
1724182864.665459,93,0.6209226250648499
1724182920.1665294,94,0.6262355446815491
1724182975.689361,95,0.6463541388511658
1724183031.1948833,96,0.6819270253181458
1724183087.0823572,97,0.6285380721092224
1724183142.6119971,98,0.658393383026123
1724183198.1185083,99,0.6521410942077637
1724183253.6216493,100,0.6333410739898682
1724183309.2299724,101,0.635321855545044
1724183364.7573025,102,0.5913874506950378
1724183420.2764997,103,0.6158360838890076
1724183476.2001987,104,0.5980636477470398
1724183531.6401298,105,0.6264079213142395
1724183587.1143029,106,0.6085519194602966
1724183642.6152503,107,0.614974319934845
1724183698.12595,108,0.6215126514434814
1724183753.6582685,109,0.6048265099525452
1724183809.1708856,110,0.6409630179405212
1724183864.6980774,111,0.6220649480819702
1724183920.2249868,112,0.624159038066864
1724183975.7595148,113,0.6285393834114075
1724184031.2946942,114,0.598874568939209
1724184086.8065596,115,0.6496626138687134
1724184142.5798147,116,0.6451240181922913
1724184198.1008515,117,0.6115966439247131
1724184253.6079721,118,0.6130321621894836
1724184309.1330504,119,0.6343275904655457
1724184364.6422849,120,0.6235358715057373
1724184420.1543746,121,0.6123335361480713
1724184475.7113185,122,0.6430501341819763
1724184531.3032258,123,0.5846648812294006
1724184586.8212233,124,0.6304354667663574
1724184642.3528574,125,0.6245526075363159
1724184697.8706288,126,0.5792871117591858
1724184753.3767283,127,0.6127013564109802
1724184808.905039,128,0.5833446979522705
1724184864.4445999,129,0.5674327611923218
1724184919.938768,130,0.6026800274848938
1724184975.4261532,131,0.6036381721496582
1724185031.0458477,132,0.6175315976142883
1724185086.545628,133,0.6343975067138672
1724185142.0717099,134,0.5817471146583557
1724185197.5571215,135,0.5833050608634949
1724185253.0927563,136,0.5958351492881775
1724185308.634943,137,0.6019042134284973
1724185364.1574044,138,0.5707864761352539
1724185419.6970086,139,0.5992687344551086
1724185475.21611,140,0.5826482176780701
1724185530.805634,141,0.5783056616783142
1724185586.3411233,142,0.5974393486976624
1724185641.8368905,143,0.557092010974884
1724185697.3420265,144,0.5773471593856812
1724185752.9472253,145,0.5671296119689941
1724185808.4764261,146,0.6175960302352905
1724185864.0188537,147,0.5657408237457275
1724185919.5218534,148,0.5664019584655762
1724185975.0347965,149,0.5864430069923401
1724186030.5930846,150,0.6237622499465942
1724186086.079023,151,0.6052602529525757
1724186141.5723689,152,0.5864359140396118
1724186197.1003878,153,0.6219032406806946
1724186252.7114978,154,0.6288262605667114
1724186308.2165844,155,0.5812918543815613
1724186363.7216423,156,0.6157742142677307
1724186419.228239,157,0.6125801801681519
1724186474.7474535,158,0.6010907888412476
1724186530.2705798,159,0.5743520259857178
1724186585.7526157,160,0.5655404329299927
1724186641.256872,161,0.5888859033584595
1724186696.7697773,162,0.6209189891815186
1724186752.2675924,163,0.6136888861656189
1724186807.8019118,164,0.5916427969932556
1724186863.3568802,165,0.5973308682441711
1724186918.9124227,166,0.6059085726737976
1724186974.530676,167,0.5891494750976562
1724187030.0337157,168,0.6173861622810364
1724187085.554759,169,0.6001719236373901
1724187141.0616362,170,0.6112572550773621
1724187196.611545,171,0.6000584959983826
1724187252.1742568,172,0.6266273856163025
1724187307.738553,173,0.6174514889717102
1724187363.2787385,174,0.597816526889801
1724187418.8250072,175,0.6011751890182495
1724187474.3555436,176,0.5740336775779724
1724187529.8947783,177,0.630141019821167
1724187585.4385264,178,0.6070759296417236
1724187640.9815657,179,0.612556517124176
1724187696.5177038,180,0.5877916216850281
1724187752.045835,181,0.6129480004310608
1724187807.6489718,182,0.5903617143630981
1724187863.2038307,183,0.6242388486862183
1724187918.7265263,184,0.5706841945648193
1724187974.3434405,185,0.6109320521354675
1724188029.8605301,186,0.6251513361930847
1724188085.4243433,187,0.5944177508354187
1724188140.9893174,188,0.5789510607719421
1724188196.5312595,189,0.5723317861557007
1724188252.0738778,190,0.5996819138526917
1724188307.6257892,191,0.612944483757019
1724188363.1410072,192,0.5768392086029053
1724188418.6884828,193,0.5990787744522095
1724188474.1977983,194,0.598479688167572
1724188529.7177548,195,0.6312916874885559
1724188585.228418,196,0.5809051394462585
1724188640.7600372,197,0.6025063991546631
