Wall time,Step,Value
1725780122.4632514,1,0.0
1725780203.0134404,2,0.0
1725780284.6942408,3,0.17612206935882568
1725780366.546457,4,0.16295863687992096
1725780446.2679894,5,0.0031149445567280054
1725780527.0926416,6,0.0
1725780608.065921,7,0.07952408492565155
1725780688.908379,8,0.15783369541168213
1725780763.2979748,9,0.03549395874142647
1725780837.0877247,10,0.2264745533466339
1725780910.7028313,11,0.11459235846996307
1725780984.3446522,12,0.22271734476089478
1725781057.9796314,13,0.21292899549007416
1725781131.3316586,14,0.22872428596019745
1725781204.8168771,15,0.19169864058494568
1725781278.3114214,16,0.11903168261051178
1725781351.8922253,17,0.25383856892585754
1725781425.1056895,18,0.24491560459136963
1725781498.604844,19,0.2520265579223633
1725781572.152852,20,0.3372766971588135
1725781645.6662781,21,0.30126526951789856
1725781719.3120573,22,0.31243500113487244
1725781792.7409651,23,0.3458728492259979
1725781866.2457225,24,0.2682523727416992
1725781939.6432862,25,0.3129786550998688
1725782013.27901,26,0.24942868947982788
1725782087.1888492,27,0.25809189677238464
1725782160.3524568,28,0.14381249248981476
1725782234.1808748,29,0.22110354900360107
1725782307.8036559,30,0.2450193464756012
1725782381.379296,31,0.2730991244316101
1725782454.7444794,32,0.3208845555782318
1725782528.397742,33,0.24321964383125305
1725782602.0771518,34,0.3207578659057617
1725782675.4178145,35,0.2705548405647278
1725782748.943332,36,0.3463889956474304
1725782822.451548,37,0.2780807912349701
1725782895.5054843,38,0.2782823145389557
1725782968.676438,39,0.2604321539402008
1725783041.645863,40,0.3420856297016144
1725783114.803274,41,0.3493393063545227
1725783187.9944386,42,0.17822812497615814
1725783261.1203861,43,0.35446488857269287
1725783334.4837532,44,0.26396653056144714
1725783407.605552,45,0.33730700612068176
1725783480.7116368,46,0.35981589555740356
1725783553.9693274,47,0.19969671964645386
1725783627.3182573,48,0.3267127275466919
1725783700.9748218,49,0.34051376581192017
1725783774.8391647,50,0.2732618749141693
1725783848.5888147,51,0.3032159209251404
1725783922.141241,52,0.3616286516189575
1725783995.8340945,53,0.3252427577972412
1725784069.4985287,54,0.27049142122268677
1725784143.1687286,55,0.2850852310657501
1725784216.5745945,56,0.32981202006340027
1725784289.628029,57,0.2817501127719879
1725784363.0206738,58,0.30932149291038513
1725784436.699955,59,0.27434059977531433
1725784510.2827082,60,0.27638500928878784
1725784583.9126623,61,0.27175891399383545
1725784657.4643862,62,0.3821704089641571
1725784731.194326,63,0.35788050293922424
1725784804.8639178,64,0.25581347942352295
1725784878.5670407,65,0.3452606499195099
1725784951.9438164,66,0.3434338867664337
1725785025.4957173,67,0.2661917805671692
1725785098.9288638,68,0.34299027919769287
1725785172.7768576,69,0.25465893745422363
1725785246.46913,70,0.22769147157669067
1725785319.943938,71,0.33293458819389343
1725785393.6803339,72,0.23264926671981812
1725785467.468218,73,0.23804068565368652
1725785541.081222,74,0.3731900155544281
1725785614.803964,75,0.2870265245437622
1725785688.6103034,76,0.2559477686882019
1725785762.195211,77,0.32574039697647095
1725785835.8342235,78,0.3718133568763733
1725785909.4570277,79,0.3355794847011566
1725785983.4105878,80,0.2222823202610016
1725786056.361261,81,0.38206321001052856
1725786129.4576793,82,0.41295456886291504
1725786202.5418088,83,0.20316515862941742
1725786275.7416093,84,0.29499197006225586
1725786348.6341777,85,0.22817209362983704
1725786421.7829182,86,0.35420072078704834
1725786494.928092,87,0.3522021174430847
1725786568.0673192,88,0.39724117517471313
1725786640.9661458,89,0.14532478153705597
1725786714.2355845,90,0.2902187407016754
1725786787.4704187,91,0.3011036515235901
1725786860.391393,92,0.09352850168943405
1725786933.7287345,93,0.31943854689598083
1725787006.8515847,94,0.29201146960258484
1725787080.051476,95,0.32266587018966675
1725787153.191797,96,0.32715722918510437
1725787226.292369,97,0.21690183877944946
1725787299.3799527,98,0.22712095081806183
1725787372.5740664,99,0.27058839797973633
1725787445.7699225,100,0.3668020963668823
1725787518.9644315,101,0.28178471326828003
1725787592.1004243,102,0.29624009132385254
1725787665.3166692,103,0.29546207189559937
1725787738.45264,104,0.27257221937179565
1725787811.5780609,105,0.19070975482463837
1725787885.5487769,106,0.15778738260269165
1725787959.138862,107,0.3969070613384247
1725788032.8098567,108,0.2880498766899109
1725788106.4004982,109,0.26818686723709106
1725788180.0754964,110,0.22865019738674164
1725788253.7271435,111,0.21364660561084747
1725788327.2609804,112,0.31579267978668213
1725788400.726041,113,0.3729158341884613
1725788474.438538,114,0.3440101742744446
1725788548.0611155,115,0.39085885882377625
1725788621.8427122,116,0.33146968483924866
1725788695.558252,117,0.24072574079036713
1725788769.4810386,118,0.298919677734375
1725788843.5357046,119,0.275438517332077
1725788917.258633,120,0.3920563757419586
1725788990.9728796,121,0.4080544710159302
1725789064.9273672,122,0.31320446729660034
1725789138.8554015,123,0.31359580159187317
1725789212.520813,124,0.34115511178970337
1725789286.4277508,125,0.3216167688369751
1725789360.1820881,126,0.3272848427295685
1725789433.8797245,127,0.3696770966053009
1725789507.5916958,128,0.34995484352111816
1725789581.512782,129,0.2883710563182831
1725789655.37553,130,0.3263900578022003
1725789729.2755795,131,0.3000486195087433
1725789802.9381142,132,0.3427334129810333
1725789876.8778157,133,0.29651543498039246
1725789950.8734183,134,0.3131432831287384
1725790024.6997578,135,0.2425273209810257
1725790098.499925,136,0.25356921553611755
1725790172.2664752,137,0.3481256663799286
1725790246.0405366,138,0.3222218155860901
1725790319.7079632,139,0.24582494795322418
1725790393.503271,140,0.3002679646015167
1725790467.3615997,141,0.25471940636634827
1725790541.2277224,142,0.319929301738739
1725790614.7752304,143,0.2582738399505615
1725790688.1537104,144,0.31622639298439026
1725790761.5087826,145,0.3047969341278076
1725790834.7620628,146,0.23665691912174225
1725790908.179233,147,0.281371533870697
1725790981.7252202,148,0.3291565179824829
1725791055.1818714,149,0.2028532177209854
1725791128.646155,150,0.26350027322769165
1725791202.2248547,151,0.2735646963119507
1725791275.6870828,152,0.3684746026992798
1725791349.2386916,153,0.26432132720947266
1725791422.6104577,154,0.2088203728199005
1725791496.0533683,155,0.28121742606163025
1725791569.8063478,156,0.31150734424591064
1725791644.5756295,157,0.31756243109703064
1725791723.955795,158,0.3814825713634491
1725791797.807364,159,0.357395201921463
1725791871.4959,160,0.3010994493961334
1725791945.7232993,161,0.3534812331199646
1725792019.8181,162,0.3400128185749054
1725792093.9780283,163,0.3369607627391815
1725792168.2310982,164,0.3372271955013275
1725792242.3147988,165,0.3033103048801422
1725792316.5110178,166,0.29185476899147034
1725792390.7560618,167,0.31149640679359436
1725792464.9196143,168,0.250747412443161
