Wall time,Step,Value
1725887173.3821223,1,0.4548459053039551
1725890605.9418294,2,0.48096391558647156
1725893299.057971,3,0.503957211971283
1725896029.8375385,4,0.5373949408531189
1725898416.5409915,5,0.5775884389877319
1725900807.2136953,6,0.5618442893028259
1725903266.2186787,7,0.597248375415802
1725905506.4844072,8,0.6032732725143433
1725907929.9497423,9,0.6390438675880432
1725910208.580387,10,0.6349100470542908
1725912595.6356747,11,0.646824300289154
1725915063.5051045,12,0.656242847442627
1725917061.6910236,13,0.6622611284255981
1725919146.3705368,14,0.6646440029144287
1725921178.221907,15,0.6666317582130432
1725923384.5360405,16,0.676997184753418
1725925579.3496647,17,0.6756846904754639
1725927663.7727795,18,0.6737803816795349
1725929823.4123344,19,0.6864725947380066
1725931877.743943,20,0.6974273324012756
1725933829.322092,21,0.6872835159301758
1725935740.1666334,22,0.69514000415802
1725937674.1034875,23,0.6848747134208679
1725939613.0399134,24,0.6951988935470581
1725941536.6114914,25,0.6989061832427979
1725943472.118286,26,0.7095364332199097
1725945400.9528873,27,0.7016816139221191
1725947362.7457442,28,0.711114227771759
1725949278.7458837,29,0.7097181081771851
1725951208.8250167,30,0.6984752416610718
1725953082.6423392,31,0.7160088419914246
1725955062.3345127,32,0.7103304266929626
1725956984.885877,33,0.710981547832489
1725958911.6793747,34,0.7054956555366516
1725960885.772785,35,0.7113383412361145
1725962898.0759277,36,0.7152231335639954
1725964863.2875094,37,0.7141784429550171
1725966841.2752337,38,0.7071684002876282
1725968847.2502058,39,0.7083626985549927
1725971021.4948215,40,0.7049882411956787
1725973346.2354512,41,0.7135477662086487
1725975641.909921,42,0.7100653648376465
1725977893.5036855,43,0.7172148823738098
1725980294.9175718,44,0.7208322882652283
1725982576.4632561,45,0.7117702960968018
1725984782.9448903,46,0.7175105214118958
1725986864.5394888,47,0.7172248959541321
1725989090.4471984,48,0.7178788185119629
1725991299.0431964,49,0.7266824841499329
1725993407.5177228,50,0.7196099758148193
1725995549.658381,51,0.7144809365272522
1725997620.4719949,52,0.7158523201942444
1725999780.2586672,53,0.7239086031913757
1726001812.4982827,54,0.7211596965789795
1726003927.1297696,55,0.7233853340148926
1726006071.9050038,56,0.726047694683075
1726008226.568741,57,0.7191712260246277
1726010338.912397,58,0.7207040786743164
1726012406.3033142,59,0.7262855172157288
1726014534.1511075,60,0.7290525436401367
1726016544.5209706,61,0.7214072346687317
1726018675.5561225,62,0.7274129986763
1726020825.4334774,63,0.7282202839851379
1726023021.7632833,64,0.7206228971481323
1726025161.4984713,65,0.7226999402046204
1726027301.1493683,66,0.72086101770401
1726029444.8106463,67,0.7194005250930786
1726031473.7860367,68,0.7313944101333618
1726033616.7136347,69,0.7223593592643738
1726035735.1466677,70,0.7224550247192383
1726037896.7839646,71,0.7310823798179626
1726040032.9509854,72,0.7303124070167542
1726042148.74811,73,0.7253881692886353
1726044325.6307285,74,0.7273353934288025
1726046359.5358143,75,0.7263591289520264
1726048479.4573967,76,0.725581705570221
1726050522.0133312,77,0.7272496819496155
1726052903.0409303,78,0.7261176705360413
1726055103.5681643,79,0.7283860445022583
1726057460.0161788,80,0.7197642922401428
1726059644.5826952,81,0.7258135676383972
1726061717.9183946,82,0.7241852283477783
1726063816.5893838,83,0.7268462777137756
1726065848.7078733,84,0.7293727397918701
1726067956.8355677,85,0.7248792052268982
1726069990.9427762,86,0.7245708703994751
1726072079.501025,87,0.7124139666557312
1726074042.3132036,88,0.7239502668380737
1726076061.384393,89,0.7267321944236755
1726078063.3520463,90,0.7257692813873291
1726080073.1901171,91,0.7256641387939453
1726082102.1714919,92,0.7270569205284119
1726084127.418605,93,0.7234500050544739
1726086153.6985073,94,0.7238426804542542
1726088150.0733585,95,0.7206637859344482
1726090168.3436537,96,0.7219088077545166
1726092119.214703,97,0.7292910814285278
1726094137.145806,98,0.7214816808700562
1726096157.1787689,99,0.7241485118865967
1726098177.412144,100,0.7188644409179688
1726100198.8856397,101,0.7215497493743896
1726102191.1054919,102,0.7257459163665771
1726104223.1735666,103,0.7304719090461731
1726106184.1163735,104,0.7257238626480103
1726108195.944331,105,0.727290689945221
1726110183.3670948,106,0.7238909602165222
1726112266.8185234,107,0.7207816243171692
1726114283.411314,108,0.7198109030723572
1726116292.6488402,109,0.7255508303642273
